site_name,geonames_id,latitude,longitude,Rischio_Alluvione,Rischio_Terremoto,artresearch_match,match_score,match_place,documentato,documentato_realmente
Tomba di san Manno,,43.103055555556,12.350277777778,Basso,Elevato,,0,,False,False
Curia di Pompeo,,41.8953,12.475,Basso,Medio,,0,,False,False
Ocriculum,9587430.0,42.41127014,12.46708965,Basso,Medio,,0,,False,False
Lanuvium,,41.67469,12.69758,Basso,Elevato,,0,,False,False
sito archeologico di Vassallaggi,,37.47043,13.947573,Basso,Basso,,0,,False,False
fonte sacra di Su Lumarzu,,40.42305556,8.8125,Basso,Basso,,0,,False,False
Heba,,42.586,11.308,Basso,Basso,,0,,False,False
catacombe di Priscilla,7303818.0,41.9297,12.5087,Basso,Medio,,0,,False,False
Ara della Regina,,42.2588,11.8017,Basso,Medio,"Ara della Regina, Tarquinia",100,Tarquinia,True,True
Foro di Pompei,,40.74944722,14.484825,Basso,Medio,,0,,False,False
grotta Paglicci,,41.654406944444,15.615198888889,Basso,Elevato,,0,,False,False
grotte dell'Annunziata,11838179.0,42.85168,13.57307,Basso,Elevato,,0,,False,False
Coppa Nevigata,,41.55810556,15.83393889,Basso,Elevato,,0,,False,False
Circo romano di Aquileia,,45.775007,13.361778,Basso,Medio,,0,,False,False
Grotta di Bergeggi,,44.242878,8.444899,Basso,Basso,,0,,False,False
Excubitorium,,41.888769,12.474452,Basso,Medio,,0,,False,False
Complesso episcopale del patriarca Callisto,,46.093,13.43193,Basso,Elevato,,0,,False,False
edificio di Eumachia,,40.7491654,14.485323,Basso,Medio,,0,,False,False
grotte di Collepardo,,41.75846,13.36581,Basso,Elevato,,0,,False,False
Cisterne romane di Fermo,,43.16122,13.71945,Basso,Elevato,,0,,False,False
Città d'Ombria,,44.612712,9.804482,Basso,Elevato,,0,,False,False
Grotta di San Teodoro,,38.05,14.591319,Basso,Elevato,,0,,False,False
Ikuvium,,43.35201,12.57255,Basso,Elevato,,0,,False,False
chiesa di San Silvestro,,42.82723618,11.15942478,Basso,Basso,,0,,False,False
Cencelle,,42.195345,11.858372,Basso,Basso,,0,,False,False
Domus Severiana,,41.8866,12.4878,Basso,Medio,"Domus Severiana, Rom",100,Rom,True,True
Colombario costantiniano,,41.8567297,12.5294367,Elevato,Medio,,0,,False,False
Grotta di Santa Croce,,41.177055,16.469138,Basso,Elevato,,0,,False,False
Cluviae,,42.1286,14.2653,Basso,Elevato,,0,,False,False
Colle Madore,,37.747448294663,13.620935789365,Basso,Basso,,0,,False,False
Domus Praeconum,,41.887416666667,12.485083333333,Basso,Medio,,0,,False,False
Fornaci romane di Eboli,,40.62209,15.05428,Basso,Medio,,0,,False,False
Fagifulae,,41.657876,14.667625,Basso,Elevato,,0,,False,False
Grotte di Catullo,,45.501453,10.606448,Basso,Elevato,,0,,False,False
Histonium,,42.11158889,14.70821944,Basso,Basso,,0,,False,False
Grotta dell'Uzzo,,38.1100456,12.7867371,Basso,Basso,,0,,False,False
Grotta del Broion,,45.4671937,11.5889001,Basso,Medio,,0,,False,False
Foro romano di Aquileia,,45.774296,13.365506,Basso,Medio,,0,,False,False
Horrea piperiana,,41.89171389,12.48791944,Basso,Medio,,0,,False,False
Domus del Triclinio,,44.413865,12.19994,Medio,Elevato,,0,,False,False
Forum Appii,,41.46639,12.9975,Basso,Basso,,0,,False,False
Horti Maiani,,41.727833,12.5047,Basso,Elevato,,0,,False,False
grotte di Castelcivita,10402410.0,40.49549,15.20916,Basso,Medio,,0,,False,False
Horti Pallantiani,,41.8965,12.504694,Basso,Medio,,0,,False,False
grotta Calafarina,2525467.0,36.72176,15.11711,Basso,Medio,,0,,False,False
Gruppo di edifici domizianei nel Foro Romano,,41.89115,12.48533333,Basso,Medio,,0,,False,False
Foro romano di Catania,,37.50182778,15.08157778,Basso,Elevato,,0,,False,False
Grotte di Torri,,42.2021,12.6713,Basso,Medio,,0,,False,False
Heraion alla foce del Sele,,40.4885,14.9697,Elevato,Basso,,0,,False,False
Domus del Mito,,43.66291,12.41155,Basso,Elevato,,0,,False,False
chiesa di San Bartolomeo a Montecurliano,,42.82203674,11.15713692,Basso,Basso,,0,,False,False
Costa Balenae,,43.83547,7.86798,Basso,Elevato,,0,,False,False
Claterna,,44.434435,11.504509,Medio,Elevato,,0,,False,False
Dolmen di Albarosa,,41.18563056,16.48497222,Basso,Elevato,,0,,False,False
Colombarium,,40.846035,14.21046,Basso,Elevato,,0,,False,False
Complesso archeologico di Baia,,40.817432,14.070045,Basso,Elevato,,0,,False,False
Forum Popilii,,41.17202,13.966869,Basso,Medio,,0,,False,False
Foro romano di Milano,,45.463531,9.18571,Basso,Basso,,0,,False,False
Cozzo Collura,,37.101508333333,15.131536111111,Basso,Elevato,,0,,False,False
complesso archeologico di San Pietro a Corte,,40.68,14.7575,Basso,Medio,,0,,False,False
Ghiaccio Forte,,42.606583333333,11.393583333333,Basso,Basso,,0,,False,False
complesso archeologico di Sa Figu,,40.604722,8.589722,Basso,Basso,,0,,False,False
Domus e mosaico del Leone,,42.65838056,13.70570278,Basso,Elevato,,0,,False,False
chiesa di San Gaetano alle Grotte,,37.50873,15.08827,Basso,Elevato,,0,,False,False
Frattesina,,45.0251,11.652628,Basso,Basso,,0,,False,False
Geronio,,41.7522,14.8906,Basso,Elevato,,0,,False,False
Comino,3178234.0,42.187244,14.190785,Basso,Elevato,,0,,False,False
Cubulteria,,41.251934,14.327125,Basso,Elevato,,0,,False,False
Civita di Grotte di Castro,,42.671157,11.88403,Basso,Medio,,0,,False,False
Finziade,,37.100146,13.931719,Basso,Basso,,0,,False,False
Horti Calyclani,,41.896667,12.504222,Basso,Medio,,0,,False,False
Horti Tauriani,,41.896667,12.504222,Basso,Medio,,0,,False,False
Foro civile di Preneste,,41.83921111,12.89225833,Basso,Elevato,,0,,False,False
Helvia Recina,,43.327956,13.424089,Basso,Elevato,,0,,False,False
Horti Epaphroditiani,,41.894944,12.508306,Basso,Medio,,0,,False,False
Complesso di via in Arcione,,41.901862,12.485611,Basso,Medio,,0,,False,False
Gioiosa Guardia,,38.1507353,14.9305074,Basso,Elevato,,0,,False,False
dolmen di Monte Longu,,40.27873611,9.60089167,Basso,Basso,,0,,False,False
Fornaci di laterizi Maxia,,39.244166666667,9.1794444444444,Basso,Basso,,0,,False,False
Grotta dei Cervi,,40.082777777778,18.485,Basso,Basso,,0,,False,False
Grotte della Gurfa,,37.748946,13.754089,Basso,Basso,,0,,False,False
Habitat rupestre di Mottola,,40.6115923,17.0624428,Basso,Elevato,,0,,False,False
eremo di Monte Turcisi,,37.497211534227,14.749832590647,Basso,Elevato,,0,,False,False
Chiafura,,36.7912167,14.7100241,Basso,Elevato,,0,,False,False
Circo di Bovillae,,41.75751,12.62171,Basso,Elevato,,0,,False,False
Horrea Agrippiana,,41.89083056,12.48505278,Basso,Medio,"Horrea Agrippiana, Rom",100,Rom,True,True
Foro romano di Brescia,,45.539166666667,10.225833333333,Basso,Elevato,,0,,False,False
antica chiesa di Santa Lucia,,42.819277,11.138942,Basso,Basso,,0,,False,False
Centopietre,,39.83765278,18.33623333,Basso,Basso,,0,,False,False
Gibil Gabib,,37.450667707411,14.077856759987,Basso,Basso,,0,,False,False
colonne romane di Brindisi,,40.6410982,17.9467584,Basso,Basso,,0,,False,False
Geosito archeologico di Bard,,45.60589,7.74752,Basso,Basso,,0,,False,False
Dolmen Frisari,,41.18025278,16.50968889,Basso,Elevato,,0,,False,False
Grassera,,42.82619167,10.41545833,Basso,Basso,,0,,False,False
Devia,,41.906092,15.618806,Basso,Elevato,,0,,False,False
cenotafio di Annia Regilla,,41.8653,12.5165,Elevato,Medio,,0,,False,False
Domus del chirurgo,,44.061863,12.56819,Basso,Elevato,,0,,False,False
Cisterna delle Sette Sale,,41.89341389,12.49654167,Basso,Medio,,0,,False,False
Monte Calvario,,46.550892,12.448261,Basso,Medio,,0,,False,False
area archeologica di Nuraghe Mannu,,40.293777,9.589241,Basso,Basso,,0,,False,False
Museo archeologico nazionale di Luni,,44.0644,10.0171,Basso,Medio,,0,,False,False
necropoli di Montalè,,40.74825556,8.51122778,Basso,Basso,,0,,False,False
necropoli di San Clemente,,40.73333333,14.66666667,Basso,Medio,,0,,False,False
mura di Cosa,,42.4136512,11.2885909,Basso,Basso,,0,,False,False
Mansio ad Vacanas,,42.126638888889,12.360138888889,Basso,Basso,,0,,False,False
Lagozza di Besnate,,45.7063,8.74901,Basso,Basso,,0,,False,False
Ipogeo di via Livenza,,41.91357778,12.49589167,Basso,Medio,,0,,False,False
Ipogeo di Trebio Giusto,,41.87388889,12.51583333,Basso,Medio,,0,,False,False
Ipogeo degli Ottavi,,41.9631,12.4062,Basso,Basso,,0,,False,False
Leontinoi,,37.285478,14.998115,Basso,Elevato,,0,,False,False
Palazzo a Mare,,40.5584,14.23489167,Elevato,Basso,,0,,False,False
Odeon,,37.50297222,15.08283333,Basso,Elevato,"Odeon, Paestum di Capaccio",100,Paestum di Capaccio,True,False
nuraghe Serbissi,,39.823463,9.496776,Basso,Basso,,0,,False,False
Mitreo di Duino,,45.71578,13.733121,Basso,Medio,,0,,False,False
Ninfeo di Alessandro,,41.895262,12.503677,Basso,Medio,,0,,False,False
tomba romana del Carmine,,37.50977,15.08924,Basso,Elevato,,0,,False,False
nuraghe S'Ulimu,,39.6542,9.5729,Basso,Basso,,0,,False,False
necropoli di Coccitelle,,42.000704,13.808328,Basso,Elevato,,0,,False,False
Mura romane di Milano,,45.465074,9.17851,Basso,Basso,,0,,False,False
Mura Timoleontee,,37.07128056,14.22359722,Basso,Medio,,0,,False,False
necropoli del tempio di Antonino Pio e Faustina,,41.89199722,12.48688056,Basso,Medio,,0,,False,False
Monte Grande,,37.198362,13.679849,Basso,Basso,,0,,False,False
Noto antica,,36.938549,15.022485,Basso,Elevato,,0,,False,False
nuraghe Lerno,,40.584333333333,9.1646944444444,Basso,Basso,,0,,False,False
Locri Epizefiri,9781862.0,38.23642,16.259895,Basso,Elevato,,0,,False,False
Monte del Grano,,41.86527222,12.54929167,Basso,Medio,,0,,False,False
necropoli di Ponte Messato,,42.64757778,13.67653056,Basso,Elevato,,0,,False,False
parco archeologico dei Tauriani,,38.39415,15.86624,Basso,Elevato,,0,,False,False
mitreo di Santa Prisca,,41.883,12.484,Basso,Medio,,0,,False,False
Monte Grotticelle,,37.4395,13.4982,Basso,Basso,,0,,False,False
Monte Bubbonia,,37.251925,14.340346,Basso,Elevato,,0,,False,False
necropoli di Samassi,,39.483325,8.908364,Basso,Basso,,0,,False,False
Monte Turcisi,,37.501087,14.748242,Basso,Elevato,,0,,False,False
mitreo Barberini,,41.9036724,12.4912501,Basso,Medio,,0,,False,False
Ipogeo di Vibia,,41.8619,12.5102,Basso,Medio,,0,,False,False
necropoli Anguilla,,37.47232,13.25446,Basso,Basso,,0,,False,False
Monte Adranone,,37.684074,13.139629,Basso,Elevato,,0,,False,False
Lagole,,46.436977,12.386322,Basso,Elevato,,0,,False,False
Muro Tenente,,40.538754,17.742287,Basso,Basso,,0,,False,False
Palikè,,37.331677,14.698109,Basso,Elevato,,0,,False,False
necropoli del Crocifisso,,42.21630278,14.14303889,Basso,Elevato,,0,,False,False
Sotterranei di Orvieto,,42.716587,12.11298,Basso,Medio,,0,,False,False
lago del Frassino,,45.436708333333,10.667125,Basso,Elevato,,0,,False,False
Laghetto della Costa,,45.2695,11.7435,Basso,Basso,,0,,False,False
Lucus Angitiae,11153713.0,41.970771,13.460661,Basso,Elevato,,0,,False,False
Monte San Mauro,10626427.0,37.217025,14.46890833,Basso,Elevato,,0,,False,False
Pantheon di Santa Maria in Stelle,,45.497084106553,11.037800763123,Basso,Elevato,,0,,False,False
nuraghe Zuras,,40.134111111111,8.7789444444444,Basso,Basso,,0,,False,False
Luceoli,,43.43962,12.63253,Basso,Elevato,,0,,False,False
Ocriticum,11153714.0,42.00298611,13.99021111,Basso,Elevato,,0,,False,False
Museo civico e Foro romano di Assisi,,43.0696,12.6138,Basso,Elevato,,0,,False,False
nuraghe Pranu,,39.7823,9.4439,Basso,Basso,,0,,False,False
parco archeologico del Colle Garampo,,44.13653333,12.24163056,Basso,Elevato,,0,,False,False
necropoli dell'Esquilino,,41.8957,12.5022,Basso,Medio,,0,,False,False
Mausoleo di Ummidia Quadratilla,10300180.0,41.482565,13.822098,Basso,Elevato,,0,,False,False
Occhiolà,,37.2351,14.6231,Basso,Elevato,,0,,False,False
Ipogeo di via Dino Compagni,,41.8716,12.5175,Basso,Medio,,0,,False,False
Pallanum,,42.03194444,14.39527778,Basso,Medio,,0,,False,False
necropoli di Is Loccis-Santus,,39.1196,8.493,Basso,Basso,,0,,False,False
Monteroni,8956966.0,41.94293,12.13142,Basso,Basso,,0,,False,False
Mondeval,,46.46658,12.09392,Basso,Medio,,0,,False,False
Larinum,,41.805277777778,14.916944444444,Basso,Elevato,,0,,False,False
